Partition,Site,ES,EN,S,N,P[S],dS,dN,dN-dS,P [dN/dS > 1],P [dN/dS < 1],Total branch length
1,39,0.7400899467988413,1.870390248668052,3.166666666666667,8.833333333333334,0.2835072061010115,4.278759197261973,4.722722084133914,0.3198902164022046,0.5808471278360291,0.664063343551468,1.387860159854772
1,40,0.6841098518818338,2.265843626623236,0,14,0.231905301851918,0,6.178714115794503,4.451971671584732,0.02487750046513344,1,1.387860159854772
1,41,0.793730646113132,2.081023313801122,0,0,0.2761038534709269,0,0,0,1,1,1.387860159854772
1,42,0,1.412538707773736,0,0,0,null,0,null,1,1,1.387860159854772
1,43,1.075460480405135,1.912065204246044,4,1,0.3599836767698634,3.719337040160848,0.5229947168011536,-2.303072323723281,0.993954753113617,0.05978458195788172,1.387860159854772
1,44,1.341551984978854,1.582079047036042,4,4,0.4588650107651541,2.981621319775432,2.52831867503323,-0.3266198265894714,0.7224309419468018,0.5436784953258071,1.387860159854772
1,45,0.5378144876971014,2.458070911814557,0,1,0.1795177104520644,0,0.4068230884607784,0.2931297404656021,0.8204822895479356,1,1.387860159854772
1,46,0.5188639434196844,2.481136056580315,0,4,0.1729546478065615,0,1.612164713576045,1.161618987423592,0.4678614919680804,1,1.387860159854772
1,47,0.5697064675149484,2.40750082123667,0,9,0.1913559964962445,0,3.738316481809935,2.693582963143145,0.1478482993978881,1,1.387860159854772
1,48,0.7801030562850882,2.094650903629165,1,0,0.2713634165437785,1.281881915399842,0,-0.9236391046299511,1,0.2713634165437786,1.387860159854772
1,49,0.8851218636105361,2.041058954916598,0,11,0.302483653097027,0,5.389359270344781,3.883214913315714,0.01901508589187279,1,1.387860159854772
1,50,0.5711760430589342,2.428823956941065,0,11,0.1903920143529781,0,4.528940835157825,3.263254444620516,0.09795409926948119,1,1.387860159854772
1,51,0.8948019367869682,1.928002238626469,0,11,0.3169904397126352,0,5.705387566269907,4.110923947025706,0.01509018657417375,1,1.387860159854772
1,52,0.5378144876971014,2.449700563783519,0,7,0.180020678868399,0,2.857492096580418,2.058919319997939,0.2492414682991014,1,1.387860159854772
1,53,0.609190209483937,2.106052691642528,1,5,0.224359378393441,1.641523426397692,2.374109641150743,0.5278530474062391,0.5956711103201917,0.7822474375228918,1.387860159854772
1,54,0.5378144876971014,2.462185512302898,0,0,0.1792714958990339,0,0,0,1,1,1.387860159854772
1,55,0.5502994362164803,2.411089862553062,0,7,0.1858247534172997,0,2.903251392126803,2.091890433997763,0.2371511639574441,1,1.387860159854772
1,56,1,2,0,1,0.3333333333333333,0,0.5,0.3602668442131237,0.6666666666666667,1,1.387860159854772
1,57,0.9873345728284917,2.012665427171509,0,1,0.3291115242761639,0,0.4968535686556439,0.3579997344311948,0.670888475723836,1,1.387860159854772
1,58,1,2,0,0,0.3333333333333333,0,0,0,1,1,1.387860159854772
1,59,0.5188639434196844,2.481136056580315,0,0,0.1729546478065615,0,0,0,1,1,1.387860159854772
1,60,0.793730646113132,2.039454047316066,0,0,0.2801549252874246,0,0,0,1,1,1.387860159854772
1,61,0.6114929431676857,2.263261016746569,0,0,0.2127114012866426,0,0,0,1,1,1.387860159854772
1,62,0.5642009945457417,2.435799005454258,0,2,0.1880669981819139,0,0.8210858102501833,0.5916199873740184,0.6592351994413282,1,1.387860159854772
1,63,0,1.412538707773736,0,0,0,null,0,null,1,1,1.387860159854772
1,64,0.7244633681188749,2.229438809915989,0,8,0.2452563844212461,0,3.588346970734515,2.585524878176491,0.1052920506228629,1,1.387860159854772
1,65,0.5188639434196844,2.481136056580315,0,0,0.1729546478065615,0,0,0,1,1,1.387860159854772
1,66,1,2,0,0,0.3333333333333333,0,0,0,1,1,1.387860159854772
1,67,0.6538243203001013,2.175959176783769,2,2,0.2310510047761166,3.058925674532897,0.9191348906444791,-1.541791345975612,0.959211504717697,0.2301806743638617,1.387860159854772
1,68,1,2,0,0,0.3333333333333333,0,0,0,1,1,1.387860159854772
1,69,1,2,0,0,0.3333333333333333,0,0,0,1,1,1.387860159854772
1,70,0.5378144876971014,2.462185512302898,0,0,0.1792714958990339,0,0,0,1,1,1.387860159854772
1,71,0.793730646113132,2.039454047316066,0,0,0.2801549252874246,0,0,0,1,1,1.387860159854772
1,72,0.8331846934291987,2,0,0,0.2940806137212106,0,0,0,1,1,1.387860159854772
1,73,0.5378144876971014,2,0,0,0.2119203315704657,0,0,0,1,1,1.387860159854772
1,74,0.8987364067872502,2.052309828089115,0,6,0.3045483991967692,0,2.92353518844011,2.106505592570676,0.1131361685130342,1,1.387860159854772
1,75,0.8331846934291987,2,0,0,0.2940806137212106,0,0,0,1,1,1.387860159854772
1,76,0.5193758516544079,2.040191822041022,1,2,0.2029154599005183,1.925387937877017,0.9802999788515896,-0.6809677130038253,0.8931859082261984,0.4935773080146958,1.387860159854772
1,77,0.519547417118665,2.480452582881334,0,1,0.1731824723728884,0,0.4031522339517507,0.2904847661265363,0.8268175276271117,1,1.387860159854772
1,78,0.9247639179766444,1.951667939528244,0,4,0.3214968974717222,0,2.049528979282653,1.476754674979011,0.2119372776222934,1,1.387860159854772
1,79,0.9744870395210089,1.972408761060501,4,4,0.3306825573298905,4.104723652318789,2.027977201768932,-1.496365779940806,0.9147441594961901,0.2532413273936998,1.387860159854772
1,80,0.6114929431676857,2.233826584414993,0,1,0.2149118709655772,0,0.4476623239139602,0.3225557854191912,0.7850881290344228,1,1.387860159854772
1,81,1,2,0,6,0.3333333333333333,0,3,2.161601065278742,0.08779149519890264,1,1.387860159854772
1,82,1,1.518863943419686,0,0,0.3970043727897307,0,0,0,1,1,1.387860159854772
1,83,1.364722685152476,1.397204561790333,7,0,0.494119708136083,5.1292471915039,0,-3.695795397744275,0.9999999999999998,0.007191595194553924,1.387860159854772
1,84,0.5188639434196844,2.478889051589074,0,1,0.1730842882264115,0,0.4034065176732928,0.2906679861143258,0.8269157117735885,1,1.387860159854772
1,85,0.875393004834686,1.930388188215398,1,0,0.3119961766808592,1.142344060869947,0,-0.8230973796304402,1,0.3119961766808592,1.387860159854772
1,86,1,2,3,5,0.3333333333333333,3,2.5,-0.3602668442131237,0.7413504039018446,0.5317786922725192,1.387860159854772
1,87,0.9868161456948809,2.013183854305119,0,1,0.3289387152316269,0,0.4967256208922682,0.3579075437573238,0.671061284768373,1,1.387860159854772
1,88,0.9870150801952476,1.884503123943671,0,1,0.3437258655621943,0,0.5306438537004466,0.3823467731475008,0.6562741344378057,1,1.387860159854772
1,89,1,2,0,0,0.3333333333333333,0,0,0,1,1,1.387860159854772
1,90,0,1.412538707773736,0,0,0,null,0,null,1,1,1.387860159854772
1,91,0.8276227642519182,2.082508665009136,8,10,0.2843936036463033,9.666239675308034,4.801900788228476,-3.504920040062661,0.9566109927602592,0.1093304123141928,1.387860159854772
1,92,0.907571056680323,1.944150224430221,0,5,0.3182537727974903,0,2.571817721269646,1.853081308666404,0.1472698064780275,1,1.387860159854772
1,93,0.5389756834643142,2.461024316535685,0,7,0.1796585611547715,0,2.844344102155685,2.049445747079678,0.2500129766473039,1,1.387860159854772
1,94,1,1.713991377595346,0,5,0.3684610084819139,0,2.917167533838344,2.101917482913841,0.1004617748036672,1,1.387860159854772
1,95,0.9861376212490509,2.013862378750949,0,2,0.3287125404163503,0,0.9931165213188266,0.715573910142898,0.4506268533942702,1,1.387860159854772
1,96,0.5190028835933158,2.480997116406684,1,0,0.173000961197772,1.926771568351415,0,-1.38830382489907,1,0.173000961197772,1.387860159854772
1,97,0.5723763510455088,2.256087522170449,0,10,0.2023629703973266,0,4.432452155215853,3.193731100170548,0.1042444818811468,1,1.387860159854772
1,98,1,1.964021030091003,2,1,0.3373795225634068,2,0.5091595174791306,-1.074200791725928,0.9615977953295366,0.2646704173944103,1.387860159854772
1,99,1,2,0,0,0.3333333333333333,0,0,0,1,1,1.387860159854772
1,100,0.9654381366515927,2.012665427171509,0,1,0.3241788325897654,0,0.4968535686556439,0.3579997344311948,0.6758211674102346,1,1.387860159854772
1,101,1.133946551384427,1.503970257259694,6,0,0.4298644095479535,5.291254682749063,0,-3.812527252963835,0.9999999999999997,0.006309412708373596,1.387860159854772
1,102,0.5882499165032318,2.411750083496767,0,3,0.1960833055010773,0,1.243909980776423,0.8962790465190583,0.519556930711882,1,1.387860159854772
1,103,0.8031070694412987,2.194140392114562,1,8,0.2679482023898049,1.245163986286006,3.646074803941853,1.729937127028044,0.2592744876103417,0.9396223364888533,1.387860159854772
1,104,1,2,0,0,0.3333333333333333,0,0,0,1,1,1.387860159854772
1,105,0.7583305284525405,2.2323113903304,0,14,0.2535678122110813,0,6.271526481763769,4.518846107968134,0.01666729123805423,1,1.387860159854772
1,106,0.69670838800828,2.297047746116587,0.5,13.5,0.23272048784025,0.7176603706887733,5.877109007778894,3.717556556728319,0.07654946628281332,0.9754895984665638,1.387860159854772
1,107,0.7581436217685191,1.722992434811797,3,0,0.3055630987094873,3.95703388363528,0,-2.851176219403366,1,0.0285300620792408,1.387860159854772
1,108,0.9056389207054889,2.094361079294512,0,6,0.3018796402351629,0,2.864835514428633,2.064210499945769,0.1157662119996782,1,1.387860159854772
1,109,1,1.87484250547115,1,0,0.347845142158879,1,0,-0.7205336884262473,1,0.347845142158879,1.387860159854772
1,110,0.5378144876971014,2.169370988097157,0,0,0.1986618547217613,0,0,0,1,1,1.387860159854772
1,111,1,2,0,1,0.3333333333333333,0,0.5,0.3602668442131237,0.6666666666666667,1,1.387860159854772
1,112,0.5378144876971014,2,0,0,0.2119203315704657,0,0,0,1,1,1.387860159854772
1,113,0.5373336480838133,2.456647718500174,1,1,0.1794712732954946,1.861041093492101,0.4070587705633745,-1.047643246046398,0.9677900620616937,0.3267326086526832,1.387860159854772
1,114,0.8306290119028431,2.169370988097157,0,0,0.2768763373009477,0,0,0,1,1,1.387860159854772
1,115,1.375428504928542,1.624571495071459,0,0,0.4584761683095139,0,0,0,1,1,1.387860159854772
1,116,0.5606071989454815,2.439392801054518,0,1,0.1868690663151606,0,0.4099380794957307,0.295374196445431,0.8131309336848395,1,1.387860159854772
1,117,1.375428504928542,1.105707551651774,0,0,0.5543543254231124,0,0,0,1,1,1.387860159854772
1,118,1,1.874753959914254,0,0,0.347855856168584,0,0,0,1,1,1.387860159854772
1,119,0.9578826226014487,2.042117377398551,0,11,0.3192942075338163,0,5.386565983789274,3.881202256251043,0.01453964854290836,1,1.387860159854772
1,120,0.5495417024804732,2.295645467524494,0,6,0.1931478210902778,0,2.613643998988264,1.883218550824141,0.275907722894616,1,1.387860159854772
1,121,0.9990433929161653,2.000956607083835,0,5,0.3330144643053884,0,2.498804812807474,1.800473048429427,0.1320024765823034,1,1.387860159854772
1,122,1,2,0,1,0.3333333333333333,0,0.5,0.3602668442131237,0.6666666666666667,1,1.387860159854772
1,123,0.9422395679006921,2.014955620028902,8.5,4.5,0.3186260994021086,9.021060343430475,2.233299808328013,-4.890810134511495,0.996281512705578,0.01636658304091809,1.387860159854772
1,124,1,1.990474104886672,1,0,0.3343951376692815,1,0,-0.7205336884262473,1,0.3343951376692815,1.387860159854772
1,125,1,1.874753959914254,0,0,0.347855856168584,0,0,0,1,1,1.387860159854772
1,126,1,2,0,0,0.3333333333333333,0,0,0,1,1,1.387860159854772
1,127,1,1.624571495071459,0,0,0.3810145777616826,0,0,0,1,1,1.387860159854772
1,128,1.159275804684122,1.477665063046146,7,2,0.4396290485201368,6.038252477724533,1.353486693308619,-3.37553157005828,0.9923492021633362,0.04353129023779367,1.387860159854772
1,129,1,2,0,2,0.3333333333333333,0,1,0.7205336884262473,0.4444444444444445,1,1.387860159854772
1,130,1,2,0,0,0.3333333333333333,0,0,0,1,1,1.387860159854772
1,131,0.793730646113132,1.687405410467184,0,0,0.3199061349368764,0,0,0,1,1,1.387860159854772
1,132,0.8298785754210499,2.17012142457895,0,4,0.2766261918070166,0,1.843214833370941,1.328098382450735,0.2738111437530379,1,1.387860159854772
1,133,0.9880933240726861,2.011906675927314,1,3,0.329364441357562,1.012050153196297,1.491122841777569,0.3451880113277433,0.599648149731544,0.7977230912579556,1.387860159854772
1,134,0.7318400258495471,2.206104043953594,0,7,0.2490993730519127,0,3.173014445617528,2.286263801930562,0.1346099827284186,1,1.387860159854772
1,135,0.756459492300005,2.11817874000477,5,1,0.2631494578340401,6.609739253581929,0.4721036903607805,-4.422373190583841,0.9996679412891799,0.005910887786423125,1.387860159854772
1,136,0.04102884585682973,2.958971154143171,0,1,0.01367628195227657,0,0.337955305376936,0.2435081827064624,0.9863237180477235,1,1.387860159854772
1,137,1,2,0,0,0.3333333333333333,0,0,0,1,1,1.387860159854772
1,138,0.83451196439584,2.16548803560416,0,1,0.2781706547986133,0,0.4617896675291512,0.3327350124219098,0.7218293452013866,1,1.387860159854772
1,139,1.263440483639677,1.617850429224651,1,1,0.4384980627949418,0.7914895976098797,0.6181041102045796,-0.1249300847597235,0.8077194489250833,0.6847155745149669,1.387860159854772
1,140,0.9868161456948809,2.013183854305119,0,4,0.3289387152316269,0,1.986902483569073,1.431630175029295,0.202791027612696,1,1.387860159854772
1,141,0.793730646113132,2.039454047316066,0,0,0.2801549252874246,0,0,0,1,1,1.387860159854772
1,142,0.8611405390979258,1.958315718395706,1.833333333333333,13.16666666666667,0.3054278770274098,2.128959502073625,6.72346473195501,3.310495799780117,0.1035627799573533,0.972555681339059,1.387860159854772
1,143,0.8660832300833642,2.045423750772728,1,8,0.2974690549526704,1.154623441795248,3.911169994470697,1.986184654917897,0.2005434862464597,0.9583141051207895,1.387860159854772
1,144,0.6619647377071772,2.321309715080545,2,6,0.2218920009483552,3.021308970213921,2.584747722813804,-0.3145570858131698,0.7469030985660072,0.5590681396296729,1.387860159854772
1,145,1.179531553519282,1.396082705358684,7,0,0.4579612608734082,5.934559341896886,0,-4.276049931801406,0.9999999999999996,0.004224751773057811,1.387860159854772
1,146,0.793730646113132,1.687405410467184,0,0,0.3199061349368764,0,0,0,1,1,1.387860159854772
1,147,0.9654381366515927,2.034561863348407,0,2,0.3218127122171976,0,0.9830126259756354,0.7082937131637956,0.4599379973101936,1,1.387860159854772
1,148,1,2,0,5,0.3333333333333333,0,2.5,1.801334221065618,0.131687242798354,1,1.387860159854772
1,149,1,1.975032214815697,4,1,0.3361308139858075,4,0.5063208551731478,-2.517313520399949,0.9957091667633399,0.04666350259069019,1.387860159854772
1,150,0.6992639613227525,2.251025874741992,0,14,0.2370153443146008,0,6.219386528200015,4.48127751491247,0.02265798347949992,1,1.387860159854772
1,151,0.6114929431676857,2.261516516470059,0,2,0.2128405603108555,0,0.884362322996317,0.6372128464937405,0.6196199834917281,1,1.387860159854772
1,152,0.8473807009864073,2.152619299013593,1,5,0.2824602336621357,1.180107121670264,2.322751636711229,0.8233138669824868,0.4588401376699824,0.8635178519601203,1.387860159854772
1,153,0.6116856334353815,2.263603207147467,1,1,0.2127388472426955,1.634826690932312,0.4417735391266624,-0.8596349879590843,0.954742182873849,0.38021987735924,1.387860159854772
1,154,0.7680010828841876,2.231998917115813,0,7,0.2560003609613958,0,3.136202238415687,2.259739366496308,0.1261853898752858,1,1.387860159854772
1,155,0.5723763510455088,2.42762364895449,0,8,0.1907921170151697,0,3.295403718548127,2.374449396179053,0.1838572833544118,1,1.387860159854772
1,156,1,2,0,0,0.3333333333333333,0,0,0,1,1,1.387860159854772
1,157,1,1.518863943419686,0,0,0.3970043727897307,0,0,0,1,1,1.387860159854772
1,158,0.8558020447858276,1.983018742387147,0,2,0.3014639207422719,0,1.008563336921572,0.726703861163584,0.4879526540247591,1,1.387860159854772
1,159,0.9675585426233748,1.899111221574222,0,5,0.3375200571434506,0,2.632810518520011,1.897028673836644,0.1276038185513979,1,1.387860159854772
1,160,0.5405201949924283,2.128596662912926,0,6,0.2025090034524052,0,2.818758529757895,2.031010480229402,0.2572496142214574,1,1.387860159854772
1,161,1,2,0,2,0.3333333333333333,0,1,0.7205336884262473,0.4444444444444445,1,1.387860159854772
1,162,0.6059833271327565,2.27425557515957,0,3,0.2103934248823825,0,1.319112958441141,0.9504653253964547,0.4923027573678569,1,1.387860159854772
1,163,0.9640210300910028,2.032729248565858,5,2,0.3216888096939047,5.186608843510399,0.9838988647460306,-3.028194122384886,0.9943816045841067,0.03890404425351357,1.387860159854772
1,164,0.9380529687151351,2.061947031284865,2,15,0.312684322905045,2.13207576405779,7.274677657773303,3.705417910586643,0.06287279616624883,0.9851110296735693,1.387860159854772
1,165,0.6467368918865775,2.204754432985175,2,4,0.2268065437357291,3.092447678631503,1.814261008009002,-0.9209765562808956,0.8654897889177648,0.4102853419538468,1.387860159854772
1,166,0.9625483222235452,2.037451677776455,1,8,0.3208494407411818,1.038908880636703,3.926473490026861,2.080587578572987,0.1614383515974658,0.9692606582081349,1.387860159854772
1,167,0.5470461919811228,2.420990272153574,1,3,0.1843124902916612,1.827999197615304,1.239162352078091,-0.4242767841962046,0.842801705415319,0.5573145492581746,1.387860159854772
1,168,0.6433567393007128,2.22167500911527,1,10,0.2245548377104063,1.554347594286391,4.501108379475477,2.123240417462116,0.2551520113418825,0.9390376078695011,1.387860159854772
1,169,0.694968344281719,1.408102342027978,0.5,1.5,0.3304541063720473,0.7194572301228661,1.065263479243752,0.3888584813208463,0.6695458936279527,0.5517082963259463,0.8892856032001067
1,170,0.611492943167686,2.248557070054583,0,4,0.2138049825495005,0,1.778918602187358,2.036611234153343,0.3820508308813743,1,0.8734698956558036
1,171,0.611492943167686,2.263261016746569,0,0,0.2127114012866426,0,0,0,1,1,1.156016163772887
1,172,0.5188639434196847,2.481136056580316,0,0,0.1729546478065615,0,0,0,1,1,1.156016163772887
1,173,0.7878206055309565,2.086933354383297,1,0,0.2740480112442232,1.269324504816733,0,-1.098016225546572,1,0.2740480112442232,1.156016163772887
